item_sku,rec_sku,category,rec_category
BLPPKM5-7,SS5A,"Screwdrivers, Nut Drivers & Keys [Blue-Point]","Screwdrivers, Nut Drivers & Keys [Blue-Point]"
BLPPKM5-7,120SSDP,"Screwdrivers, Nut Drivers & Keys [Blue-Point]","Screwdrivers, Nut Drivers & Keys [Blue-Point]"
BLPPKM5-7,BTWSMPK,"Screwdrivers, Nut Drivers & Keys [Blue-Point]","Screwdrivers, Nut Drivers & Keys [Blue-Point]"
BLPPKM5-7,ST50A,"Screwdrivers, Nut Drivers & Keys [Blue-Point]","Screwdrivers, Nut Drivers & Keys [Blue-Point]"
BLPPKM5-7,BLPBTW4,"Screwdrivers, Nut Drivers & Keys [Blue-Point]","Screwdrivers, Nut Drivers & Keys [Blue-Point]"
BLPPKM5-7,20SSD,"Screwdrivers, Nut Drivers & Keys [Blue-Point]","Screwdrivers, Nut Drivers & Keys [Blue-Point]"
BLPPKM5-7,BTWS,"Screwdrivers, Nut Drivers & Keys [Blue-Point]","Screwdrivers, Nut Drivers & Keys [Blue-Point]"
BLPPKM5-7,BLPBTW8,"Screwdrivers, Nut Drivers & Keys [Blue-Point]","Screwdrivers, Nut Drivers & Keys [Blue-Point]"
BLPPKM5-7,BLPBTW6,"Screwdrivers, Nut Drivers & Keys [Blue-Point]","Screwdrivers, Nut Drivers & Keys [Blue-Point]"
BLPPKM5-7,BTWOS,"Screwdrivers, Nut Drivers & Keys [Blue-Point]","Screwdrivers, Nut Drivers & Keys [Blue-Point]"
BLPSM148,BLPTHC87,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPSM148,BLPTORX1410,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPSM148,BLPBTWSET,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPSM148,BLPHEXS1418,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPSM148,BLPEXTF146,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPSM148,BLPXZNM389,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPSM148,BLPT1430,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPSM148,BLPTXK4,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPSM148,BLPSM1412,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPSM148,BLPTE3816,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT148,BLPT1430,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT148,BLPTE3810,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT148,BLPTE3812,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT148,BLPTE3814,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT148,BLPTE3816,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT148,BLPT3840,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT148,BLPT1425,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT148,BLPT1420,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT148,BLPT3850,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT148,BLPT1415,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT149,BLPT1430,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT149,BLPTE3812,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT149,BLPT3840,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
BLPT149,BLPT1425,Socket and Drive Tools [Blue-Point],Socket and Drive Tools [Blue-Point]
